,Nom,Age,Nationalité,General,Potentiel,Club,Valeur,Salaire
5998,Jesús Murillo,28,Colombia,71,73,Los Angeles FC,€1.9M,€6K
5999,Claudio Aquino,30,Argentina,70,70,Club Cerro Porteño,€1.5M,€600
6000,Francisco Meza,28,Colombia,74,75,Tigres U.A.N.L.,€4M,€36K
6001,Germán Cano,31,Argentina,78,78,Independiente Medellín,€9.5M,€6K
6002,Leonardo Pico,29,Colombia,70,70,Club Independiente Santa Fe,€1.4M,€2K
6003,Raúl Loaiza,28,Colombia,73,73,Club Atlético Lanús,€2.7M,€14K
6004,Manuel Palacios,29,Colombia,70,70,Seongnam FC,€1.6M,€4K
6005,Rafael Caroca,32,Chile,65,65,Deportivo Ñublense,€475K,€2K
6006,Didier Moreno,30,Colombia,70,70,Junior FC,€1.3M,€2K
6007,Angelo Rodríguez,33,Colombia,72,72,Deportivo Cali,€1.5M,€4K
6008,Valber Huerta,27,Chile,70,72,Deportivo Toluca,€1.7M,€11K
6009,Rodrigo Riquelme,33,Paraguay,66,66,Curicó Unido,€250K,€2K
6010,Stiven Mendoza,28,Colombia,74,74,Amiens SC,€4.2M,€7K
6011,Stefan Medina,29,Colombia,74,74,CF Monterrey ,€3.7M,€37K
6012,Viljar Helland Vevatne,27,Norway,66,68,Viking FK,€900K,€2K
6013,Juan Ramírez,29,Argentina,74,74,Boca Juniors,€4.1M,€16K
6014,Martín Rodríguez,27,Chile,70,70,D.C. United,€1.7M,€6K
6015,Nicolás Pasquini,31,Argentina,70,70,Club Atlético Lanús,€1.2M,€9K
6016,Leandro Díaz,30,Argentina,73,73,Estudiantes de La Plata,€3M,€12K
6017,Juan Silva,25,Chile,59,61,Club Deportivo Palestino,€170K,€3K
6018,Paul Mullin,27,England,67,68,Wrexham AFC,€1.2M,€500
6019,Andrew Hughes,30,Wales,70,70,Preston North End,€1.3M,€17K
6020,Álvaro Ramos,27,Chile,69,69,Deportes Iquique,€1.1M,€2K
6021,Gerard Gumbau Garriga,27,Spain,73,74,Elche CF,€3.5M,€16K
6022,Lisandro López,31,Argentina,75,75,Club Tijuana,€3.8M,€19K
6023,Milton Casco,34,Argentina,77,77,River Plate,€3.9M,€17K
6024,Emmanuel Dieseruvwe,26,England,59,59,Tranmere Rovers,€250K,€2K
6025,Álvaro Delgado,25,Chile,57,62,Audax Italiano,€240K,€1K
6026,Leonardo Sigali,35,Argentina,77,77,Racing Club,€2.8M,€13K
6027,Emanuel Olivera,32,Argentina,70,70,Atlético Nacional,€1M,€3K
6028,Washington Camacho,34,Uruguay,72,72,Defensa y Justicia,€1.1M,€12K
6029,Cristian Lema,32,Argentina,75,75,Newell's Old Boys,€3.6M,€14K
6030,Lorenzo Montipò,26,Italy,76,80,Hellas Verona,€8M,€20K
6031,Scott Hogan,30,Republic of Ireland,69,69,Birmingham City,€1.4M,€17K
6032,Rúben Miguel Nunes Vezo,28,Portugal,72,74,Levante Unión Deportiva,€2.4M,€9K
6033,Bruno Cardoso Gonçalves Santos,23,Brazil,64,72,Flamengo,€525K,€8K
6034,Aleksandar Boljević,26,Montenegro,66,66,Standard de Liège,€925K,€5K
6035,Gustav Engvall,26,Sweden,68,71,Sarpsborg 08 FF,€1.6M,€7K
6036,Birama Ndoye,28,Senegal,65,67,FC Sion,€725K,€6K
6037,Gilli Rólantsson,29,Faroe Islands,64,64,Odds BK,€525K,€1K
6038,José Henrique da Silva Dourado,32,Brazil,74,74,Henan Songshan Longmen FC,€3.4M,€13K
6039,Glen Rea,27,Republic of Ireland,69,70,Luton Town,€1.4M,€15K
6040,Jakub Łukowski,26,Poland,65,66,Korona Kielce,€850K,€1K
6041,Maikel Mesa Piñero,31,Spain,66,66,Albacete BP,€700K,€3K
6042,Lucas Bijker,29,Netherlands,68,68,KV Mechelen,€1.1M,€6K
6043,Marlon da Silva Barbosa,26,Brazil,74,77,AC Monza,€4.9M,€850
6044,Xavier Quintillà Guasch,25,Spain,69,72,Santa Clara,€1.7M,€3K
6045,Mamadou Tounkara,26,Senegal,65,67,Cittadella,€900K,€1K
6046,Emerson Hyndman,26,United States,65,66,Atlanta United,€825K,€2K
6047,Tin Jedvaj,25,Croatia,74,77,FC Lokomotiv Moscow,€5M,€33K
6048,Bartosz Kapustka,25,Poland,69,74,Legia Warszawa,€2M,€5K
6049,Nahuel Valentini,30,Argentina,67,67,Ascoli,€625K,€2K
6050,Marco Sportiello,30,Italy,75,75,Atalanta,€3.7M,€30K
6051,Gaetano Letizia,32,Italy,73,73,Benevento,€2.1M,€5K
6052,Ander Capa Rodríguez,30,Spain,77,77,Athletic Club de Bilbao,€9M,€25K
6053,Dankler Luís de Jesus Pedreira,28,Brazil,69,70,Cerezo Osaka,€1.3M,€5K
6054,Marcel Tisserand,29,Congo DR,73,73,Ettifaq FC,€2.5M,€23K
6055,Ihlas Bebou,28,Togo,77,77,TSG Hoffenheim,€11M,€39K
6056,Uche Ikpeazu,27,Uganda,67,68,İttifak Holding Konyaspor,€1.2M,€7K
6057,Duncan Watmore,28,England,68,68,Middlesbrough,€1.2M,€13K
6058,Phillipp Mwene,28,Austria,74,74,PSV,€3.8M,€15K
6060,Sullay Kaikai,26,Sierra Leone,66,66,Wycombe Wanderers,€925K,€4K
6061,Leander Dendoncker,27,Belgium,76,77,Aston Villa,€8.5M,€66K
6062,Mauro Matos,35,Argentina,70,70,Atlético Tucumán,€825K,€6K
6063,Aaron Calver,25,Australia,62,64,GwangJu FC,€450K,€1K
6064,Diego Javier Llorente Ríos,28,Spain,75,75,Leeds United,€4.8M,€34K
6065,José Luís Mendes Lopes,26,Guinea Bissau,68,70,Damac FC,€975K,€8K
6066,Pa Konate,26,Guinea,67,70,Rosenborg BK,€1.2M,€3K
6067,Jordan Jones,27,Northern Ireland,67,67,Kilmarnock,€1.1M,€5K
6068,Joel Castro Pereira,26,Portugal,66,70,RKC Waalwijk,€925K,€2K
6069,Tiago Casasola,26,Argentina,70,71,Perugia,€1.7M,€3K
6070,Sebastián Palacios,30,Argentina,76,76,Panathinaikos FC,€7M,€1K
6071,Gabriel Barbosa Almeida,22,Brazil,81,85,Inter,€23.5M,€71K
6072,Awer Mabil,26,Australia,70,70,Cádiz CF,€1.7M,€16K
6073,Sven Michel,31,Germany,73,73,1. FC Union Berlin,€2.6M,€26K
6074,Wylan Cyprien,27,France,72,73,FC Sion,€2.4M,€4K
6075,Josué Humberto Gonçalves Leal Sá,30,Portugal,71,71,Rio Ave FC,€1.5M,€6K
6076,Adam Deja,29,Poland,65,65,Korona Kielce,€600K,€1K
6077,Rhys Healey,27,England,73,74,Toulouse Football Club,€3.6M,€17K
6078,Ben Davies,26,England,73,76,Rangers FC,€3.5M,€36K
6079,Lucas Vieira de Souza,32,Brazil,73,73,Al Khaleej,€2M,€11K
6080,Stefan Lex,32,Germany,66,66,TSV 1860 München,€700K,€1K
6081,Levin Öztunalı,26,Germany,71,72,1. FC Union Berlin,€2.2M,€19K
6082,Sebastian Patzler,28,Germany,64,66,Viktoria Köln,€400K,€1K
6083,Kellyn Acosta,26,United States,72,73,Los Angeles FC,€2.7M,€7K
6084,Samuel Asamoah,28,Togo,68,68,FC U Craiova 1948,€1.1M,€6K
6085,Jin Su Kim,30,Korea Republic,71,71,Jeonbuk Hyundai Motors,€1.6M,€21K
6086,Tomi Jurić,30,Australia,63,63,Melbourne Victory,€475K,€2K
6087,William Troost-Ekong,28,Nigeria,71,71,Watford,€1.6M,€25K
6088,Clint Irwin,33,United States,63,63,Colorado Rapids,€160K,€1K
6089,Facundo Ferreyra,31,Argentina,72,72,Club Atlético Independiente,€2M,€12K
6090,Karl-Johan Lindblad,21,Sweden,53,63,Östers IF,€40K,€1K
6091,Stojan Lukić,42,Bosnia and Herzegovina,62,62,Varbergs BoIS FC,€45K,€500
6092,Maxime Crépeau,28,Canada,74,77,Los Angeles FC,€3.9M,€6K
6093,João Pedro Almeida Machado,28,Portugal,70,70,CD Tondela,€1.6M,€5K
6094,Kris Doolan,30,Scotland,66,66,Partick Thistle FC,€625K,€3K
6095,Diego Valdés,27,Chile,74,74,Club América,€4.5M,€37K
6096,Hosam Aiesh,27,Syria,68,68,IFK Göteborg,€1.3M,€3K
6097,Macauley Bonne,26,Zimbabwe,66,67,Queens Park Rangers,€1M,€11K
6098,Miguel Aires Fernandes Olivera,27,Portugal,65,67,Moreirense FC,€650K,€3K
6099,Jordan Houghton,26,England,67,69,Plymouth Argyle,€1.1M,€5K
6100,Isak Ssewankambo,25,Sweden,64,66,IK Sirius,€650K,€1K
6102,Josh Harrop,26,England,65,65,Preston North End,€775K,€9K
6103,Ashley Fletcher,26,England,69,70,Wigan Athletic,€1.7M,€21K
6104,Alexandr Selikhov,27,Russia,71,73,Spartak Moskva,€1.7M,€23K
6105,Ken Sema,28,Sweden,72,72,Watford,€2.4M,€34K
6106,Rasmus Schüller,31,Finland,71,71,Djurgårdens IF,€1.3M,€6K
6107,Iver Fossum,25,Norway,71,74,Aalborg BK,€2.5M,€10K
6108,Alberto Cerri,26,Italy,69,71,Como,€1.7M,€2K
6109,Welinton Júnior Ferreira dos Santos,29,Brazil,67,67,Portimonense SC,€1M,€4K
6110,Ryan Christie,27,Scotland,74,74,AFC Bournemouth,€4.5M,€42K
6111,Sam Gallagher,26,England,70,71,Blackburn Rovers,€1.9M,€25K
6112,Esteban Espíndola,24,Argentina,62,67,Belgrano de Córdoba,€350K,€3K
6113,Eduard Sobol,27,Ukraine,73,74,Club Brugge KV,€3.2M,€18K
6114,Cristian Higuita,26,Colombia,69,70,Junior FC,€1.5M,€2K
6115,Alexey Miranchuk,26,Russia,78,79,Torino F.C.,€16.5M,€48K
6116,Tim Kleindienst,26,Germany,71,71,1. FC Heidenheim 1846,€2.1M,€17K
6117,Yimmi Chará,31,Colombia,74,74,Portland Timbers,€3.5M,€8K
6120,Cüneyt Köz,22,Germany,64,69,Yukatel Kayserispor,€600K,€5K
6121,Renato Steffen,30,Switzerland,76,76,FC Lugano,€7M,€13K
6122,Lucas Eduardo dos Santos João,28,Angola,72,72,Reading,€2.4M,€17K
6123,Giovanni Piccolomo,19,Brazil,65,74,Ponte Preta,€450K,€5K
6124,Kortney Hause,26,England,75,77,Watford,€6M,€58K
6125,Ahmed Hegazi,31,Egypt,76,76,Al Ittihad,€5M,€33K
6126,Luis Quintana,29,Mexico,70,70,Club Necaxa,€1.3M,€8K
6127,Lasse Nilsen,27,Norway,64,64,Tromsø IL,€575K,€1K
6128,Júlio Carolino Tavares,33,Cape Verde Islands,73,73,Al Raed,€1.9M,€18K
6129,Niko Gießelmann,30,Germany,73,73,1. FC Union Berlin,€2.6M,€22K
6130,Callum Paterson,27,Scotland,64,64,Sheffield Wednesday,€625K,€4K
6131,Melker Hallberg,26,Sweden,65,66,St. Johnstone FC,€825K,€2K
6132,Patrick Drewes,29,Germany,72,72,SV Sandhausen,€1.6M,€6K
6133,Björn Engels,27,Belgium,74,75,Royal Antwerp FC,€4.2M,€17K
6134,Hassan Kadish,29,Saudi Arabia,66,66,Al Taawoun,€750K,€7K
6135,Rafael Berger,31,Brazil,67,67,Pohang Steelers,€525K,€3K
6136,José María Martín Bejarano,34,Spain,70,70,Cádiz CF,€550K,€14K
6137,Mohammed Al Owais,30,Saudi Arabia,68,68,Al Hilal,€800K,€11K
6138,Bismark Adjei-Boateng,28,Ghana,71,71,CFR Cluj,€1.6M,€11K
6139,Hyeon Soo Jang,30,Korea Republic,75,75,Al Hilal,€4.6M,€32K
6140,Víctor Rodríguez Romero,32,Spain,68,68,Odisha FC,€950K,€750
6141,Elson Ferreira de Souza,31,Brazil,67,67,Shimizu S-Pulse,€750K,€2K
6142,Dario Del Fabro,27,Italy,64,65,Cittadella,€600K,€800
6143,Opa Nguette,26,Senegal,72,72,FC Metz,€2.6M,€15K
6144,Jack Whatmough,25,England,69,73,Wigan Athletic,€1.7M,€5K
6145,Sam Long,27,England,64,65,Oxford United,€625K,€3K
6146,Ramón Azeez,28,Nigeria,70,70,Granada CF,€1.4M,€12K
6147,Corentin Jean,26,France,71,72,Inter Miami CF,€2.2M,€6K
6148,Lisandro Magallán,28,Argentina,71,71,Ajax,€1.6M,€10K
6149,Gaspar Servio,30,Argentina,71,71,Rosario Central,€1.2M,€8K
6150,Alex Bruno de Souza Silva,19,Brazil,65,69,Widzew Łódź,€400K,€4K
6151,Danilo Cataldi,27,Italy,76,77,Lazio,€7.5M,€38K
6152,Jamal Lowe,27,Jamaica,71,71,AFC Bournemouth,€2M,€30K
6153,Riza Durmisi,28,Denmark,69,69,CD Leganés,€1.3M,€19K
6154,John Swift,27,England,74,75,West Bromwich Albion,€4.9M,€30K
6155,Tom Lawrence,28,Wales,73,73,Rangers FC,€3.1M,€44K
6156,Pierluigi Gollini,27,Italy,77,80,Fiorentina,€10.5M,€33K
6157,Higinio Marín Escavy,28,Spain,64,64,Albacete BP,€600K,€2K
6158,Gilberto Moraes Júnior,29,Brazil,78,78,SL Benfica,€12.5M,€15K
6159,Bruno Pereira Mendes,26,Brazil,68,68,Cerezo Osaka,€1.3M,€4K
6160,Ben Garuccio,27,Australia,67,68,Western United FC,€1.1M,€1K
6161,Kevin Möhwald,28,Germany,71,71,1. FC Union Berlin,€1.9M,€19K
6162,Ben Zolinski,30,Germany,68,68,1. FC Kaiserslautern,€1.2M,€6K
6163,Kevin Akpoguma,27,Nigeria,75,77,TSG Hoffenheim,€6M,€28K
6164,Simon Scherder,26,Germany,64,66,SC Preußen Münster,€475K,€1K
6165,Janik Haberer,28,Germany,73,73,1. FC Union Berlin,€3M,€25K
6166,Andreas Voglsammer,30,Germany,72,72,Millwall,€2.3M,€13K
6167,Ulrik Yttergård Jenssen,25,Norway,65,68,FC Nordsjælland,€850K,€3K
6168,Edward Zenteno,35,Bolivia,67,67,Club Deportivo Jorge Wilstermann,€275K,€500
6169,Roberto Gagliardini,28,Italy,76,76,Inter,€6.5M,€50K
6171,Andreas Maxsø,28,Denmark,73,73,Brøndby IF,€2.6M,€13K
6172,Hyeon Woo Jo,30,Korea Republic,73,73,Ulsan Hyundai FC,€2M,€8K
6173,Nicolás Bianchi Arce,29,Argentina,67,67,Club Atlético Sarmiento,€550K,€7K
6174,Gyasi Zardes,30,United States,71,71,Colorado Rapids,€1.8M,€6K
6176,Michael Rose,26,Scotland,69,72,Coventry City,€1.6M,€10K
6177,Arthur Masuaku,28,Congo DR,75,75,Beşiktaş JK,€5M,€52K
6180,Ibrahima Cissé,27,Guinea,67,68,Seraing,€1M,€5K
6181,Erik Zenga,29,Germany,70,70,SV Sandhausen,€1.4M,€5K
6182,Sung Geun Choi,30,Korea Republic,65,65,Suwon Samsung Bluewings,€600K,€2K
6183,Thomas Foket,27,Belgium,74,74,Stade de Reims,€4.1M,€19K
6184,Hiroki Sakai,31,Japan,73,73,Urawa Red Diamonds,€2.2M,€10K
6185,Hörður Magnússon,29,Iceland,74,75,Panathinaikos FC,€3.9M,€800
6186,Marco Armellino,32,Italy,64,64,Modena,€450K,€1K
6187,Óscar Plano Pedreño,31,Spain,74,74,Real Valladolid CF,€3.5M,€20K
6188,Enrico Valentini,33,Germany,68,68,1. FC Nürnberg,€625K,€5K
6189,Zlatan Alomerović,31,Serbia,67,67,Jagiellonia Białystok,€550K,€3K
6190,Adrien Thomasson,28,France,76,76,RC Strasbourg Alsace,€7.5M,€26K
6191,Morgan Fox,28,Wales,69,69,Stoke City,€1.3M,€13K
6192,Mohammed Al Sahlawi,34,Saudi Arabia,62,62,Al Hazem,€190K,€4K
6193,Ryan Gauld,26,Scotland,76,77,Vancouver Whitecaps FC,€9M,€9K
6194,Nathaniel Knight-Percival,34,England,61,61,Tranmere Rovers,€110K,€2K
6195,Nawaf Al Abed,32,Saudi Arabia,70,70,Al Shabab,€1.3M,€18K
6196,Hattan Bahebri,29,Saudi Arabia,69,69,Al Shabab,€1.4M,€17K
6197,Simon Hedlund,29,Sweden,69,69,Brøndby IF,€1.4M,€9K
6198,Hamad Al Rabaei,34,Saudi Arabia,65,65,Najran SC,€275K,€4K
6199,Guilherme dos Santos Torres,29,Brazil,77,77,Olympiacos CFP,€9M,€1K
6200,Jean-Marie Dongou Tsafack,23,Cameroon,66,73,CD Lugo,€925K,€3K
6201,Florent Mollet,30,France,76,76,FC Schalke 04,€7M,€24K
6202,Kévin Manuel Rodrigues,28,Portugal,75,75,Adana Demirspor,€5M,€20K
6203,Maxime Poundjé,28,France,68,68,FC Lausanne-Sport,€1.1M,€6K
6204,Djavan Anderson,27,Suriname,66,66,Oxford United,€825K,€4K
6205,Renaud Ripart,29,France,73,73,ESTAC Troyes,€3M,€17K
6206,Luan Madson G. de Paiva,24,Brazil,77,81,Clube Atlético Mineiro,€9M,€70K
6207,Gerso Fernandes,31,Guinea Bissau,72,72,Jeju United FC,€1.9M,€7K
6208,Branimir Hrgota,29,Sweden,72,72,SpVgg Greuther Fürth,€2.3M,€10K
6209,Baba Rahman,27,Ghana,70,70,Reading,€1.5M,€41K
6210,Stefano Magnasco,29,Chile,68,68,Unión Española,€1.1M,€2K
6212,Eugeni Valderrama Domènech,27,Spain,70,70,Real Zaragoza,€1.7M,€6K
6213,Siebe Schrijvers,25,Belgium,72,75,Oud-Heverlee Leuven,€3.1M,€11K
6214,Jérôme Phojo,28,France,60,60,Clermont Foot 63,€220K,€3K
6215,Joshua Brenet,28,Netherlands,72,72,FC Twente,€2.1M,€10K
6216,Timo Letschert,29,Netherlands,68,68,Lyngby BK,€1M,€5K
6217,Craig Goodwin,30,Australia,75,75,Adelaide United,€5.5M,€7K
6218,Fernando Pacheco Flores,30,Spain,77,78,Unión Deportiva Almería,€8M,€20K
6219,Orhan Ademi,30,Switzerland,64,64,AFC UTA Arad,€575K,€2K
6220,Jean-Pierre Nsame,29,Cameroon,75,75,BSC Young Boys,€5.5M,€25K
6221,Benedikt Saller,29,Germany,69,69,SSV Jahn Regensburg,€1.2M,€7K
6222,Elliot Lee,27,England,64,65,Wrexham AFC,€675K,€500
6223,Gergő Lovrencsics,33,Hungary,68,68,Hajduk Split,€625K,€500
6224,Thomas Pledl,27,Germany,68,68,Fortuna Düsseldorf,€1.3M,€10K
6225,Cristian Pellerano,40,Argentina,74,74,Independiente del Valle,€0,€650
6226,Ángelo Henríquez,28,Chile,65,65,Miedź Legnica,€725K,€2K
6227,Ibrahima Mbaye,27,Senegal,71,72,Bologna,€2M,€18K
6228,Romell Quioto,30,Honduras,75,75,Club de Foot Montréal,€5.5M,€10K
6229,Alberto Brignoli,30,Italy,75,75,Panathinaikos FC,€3.7M,€650
6230,Rachid Ghezzal,30,Algeria,79,79,Beşiktaş JK,€17M,€61K
6231,João Carlos Vilaça Teixeira,28,Portugal,71,71,Futebol Clube de Famalicão,€1.9M,€7K
6232,Charalampos Lykogiannis,28,Greece,73,73,Bologna,€2.8M,€24K
6233,Kristoffer Peterson,27,Sweden,68,68,Fortuna Düsseldorf,€1.3M,€10K
6234,Brad Smith,28,Australia,67,67,D.C. United,€925K,€3K
6235,Darwin Machís,28,Venezuela,80,80,Granada CF,€21M,€31K
6236,Abdullah Al Harbi,33,Saudi Arabia,59,59,Al Khaleej,€110K,€2K
6240,Raffaele Pucino,31,Italy,69,69,Bari,€1M,€2K
6241,Zouhair Feddal,32,Morocco,77,77,Real Valladolid CF,€7M,€22K
6242,Jairo Samperio Bustara,27,Spain,70,70,Málaga CF,€1.7M,€6K
6243,Cheick Diarra,28,Mali,66,66,USL Dunkerque,€875K,€2K
6244,Stefanos Kapino,28,Greece,72,74,DSC Arminia Bielefeld,€2M,€11K
6245,Cauley Woodrow,27,England,69,70,Luton Town,€1.6M,€17K
6246,Leonardo Carrilho Baptistão,29,Brazil,76,76,Unión Deportiva Almería,€7.5M,€28K
6247,Jetro Willems,28,Netherlands,72,72,SpVgg Greuther Fürth,€2.1M,€9K
6248,Ezgjan Alioski,30,North Macedonia,74,74,Fenerbahçe SK,€3.6M,€45K
6249,Josh Murphy,27,England,67,67,Oxford United,€1.1M,€5K
6250,Harry Toffolo,26,England,72,73,Nottingham Forest,€2.5M,€36K
6251,Patricio Gabarrón Gil,29,Spain,76,76,Lazio,€6.5M,€40K
6252,Serdar Dursun,30,Turkey,74,74,Fenerbahçe SK,€4.1M,€54K
6253,Cenk Şahin,26,Turkey,66,66,Gazişehir Gaziantep F.K.,€925K,€5K
6254,Isaac Hayden,27,England,75,76,Norwich City,€6M,€61K
6255,Amato Ciciretti,28,Italy,72,72,Ascoli,€2.4M,€5K
6256,Jordan Turnbull,27,England,64,64,Tranmere Rovers,€550K,€4K
6257,Pedro Bigas Rigo,31,Spain,74,74,Elche CF,€2.9M,€16K
6258,Denis Cheryshev,31,Russia,75,75,Venezia FC,€4.7M,€6K
6259,Nicolas Hasler,28,Liechtenstein,64,64,FC Thun,€450K,€4K
6260,Tom Hopper,28,England,64,64,Lincoln City,€600K,€3K
6261,Viljormur Davidsen,30,Faroe Islands,62,62,Helsingborgs IF,€350K,€750
6262,Yassine Benzia,27,Algeria,71,71,Dijon FCO,€2M,€6K
6264,Kwang Min Ko,33,Korea Republic,66,66,FC Seoul,€450K,€2K
6266,Paul Digby,27,England,66,66,Cambridge United,€800K,€3K
6267,Manuel Trigueros Muñoz,30,Spain,79,79,Villarreal CF,€17M,€37K
6268,Tommaso Arrigoni,28,Italy,68,68,Como,€1.2M,€2K
6270,Florian Pinteaux,27,France,61,61,FC Chambly Oise,€220K,€950
6271,Daniel Berntsen,28,Norway,63,63,Tromsø IL,€475K,€1K
6272,Philipp Hofmann,29,Germany,74,74,VfL Bochum 1848,€4.2M,€24K
6273,Kelyn Rowe,30,United States,64,64,Seattle Sounders FC,€550K,€2K
6274,Matt Hedges,32,United States,72,72,FC Dallas,€1.5M,€6K
6275,Luke James,26,England,59,59,Barrow,€250K,€2K
6276,Felipe Martins,31,Brazil,67,67,Austin FC,€725K,€3K
6277,Franco Vázquez,33,Argentina,76,76,Parma,€4.7M,€6K
6278,Jesse Lingard,29,England,77,77,Nottingham Forest,€10.5M,€61K
6279,Jordan Lukaku,27,Belgium,72,72,SD Ponferradina,€2.3M,€7K
6280,Marcus Rohdén,31,Sweden,70,70,Frosinone,€1.3M,€2K
6281,Viktor Claesson,30,Sweden,75,75,F.C. København,€5.5M,€22K
6282,Filip Helander,29,Sweden,72,72,,€0,€0
6283,Robin Olsen,32,Sweden,75,75,Aston Villa,€2.8M,€47K
6284,Emil Krafth,27,Sweden,74,74,Newcastle United,€4.1M,€57K
6285,Nicolas López,27,Uruguay,77,77,Tigres U.A.N.L.,€11.5M,€49K
6286,Amari'i Bell,28,Jamaica,70,70,Luton Town,€1.4M,€18K
6287,Joseph-Claude Gyau,29,United States,66,66,Degerfors IF,€750K,€1K
6288,Erik Durm,30,Germany,72,72,1. FC Kaiserslautern,€2M,€9K
6290,Matías Dituro,34,Argentina,78,78,RC Celta de Vigo,€2.4M,€19K
6291,Guido Pizarro,31,Argentina,76,76,Tigres U.A.N.L.,€5M,€39K
6292,Tobi Sho-Silva,27,England,60,61,Carlisle United,€300K,€2K
6293,Alfonso González,26,Mexico,74,75,CF Monterrey ,€4.9M,€39K
6294,Oussama Tannane,28,Morocco,74,74,N.E.C. Nijmegen,€4.2M,€12K
6295,Kacper Przybyłko,29,Poland,69,69,Chicago Fire Football Club,€1.4M,€5K
6296,Romain Saïss,32,Morocco,77,77,Beşiktaş JK,€7M,€44K
6297,Kent-Are Antonsen,27,Norway,64,64,Tromsø IL,€625K,€1K
6298,Mariusz Stępiński,25,Poland,70,73,Lecce,€2.1M,€3K
6300,Jon-Miquel Toral Harper,25,Spain,68,69,Birmingham City,€1.4M,€7K
6301,Ahmed El Shenawy,29,Egypt,72,73,,€0,€0
6302,Ahmad Benali,30,Libya,71,71,Brescia,€1.8M,€4K
6303,Tommy Smith,30,England,71,71,Middlesbrough,€1.6M,€17K
6304,Aaron Pierre,29,Grenada,63,63,Sutton United,€400K,€2K
6305,Remi Matthews,28,England,65,67,St. Johnstone FC,€600K,€10K
6306,Nicolás Sainz,26,Argentina,66,68,Nueva Chicago,€625K,€7K
6307,Bruno Zuculini,29,Argentina,74,74,River Plate,€3.6M,€15K
6308,Yoann Touzghar,35,Tunisia,71,71,AC Ajaccio,€800K,€10K
6309,Alejandro Pozuelo Melero,30,Spain,79,79,Inter Miami CF,€17M,€12K
6310,Viktor Fischer,28,Denmark,71,71,Royal Antwerp FC,€1.9M,€15K
6311,Stelios Kitsiou,28,Greece,71,71,Gazişehir Gaziantep F.K.,€1.7M,€11K
6312,Martin Kobylański,28,Poland,65,65,TSV 1860 München,€725K,€1K
6313,Marek Hanousek,30,Czech Republic,65,65,Widzew Łódź,€600K,€2K
6314,Jens Jønsson,29,Denmark,74,74,AEK Athens,€3.6M,€1K
6315,Curtis Edwards,27,England,66,66,Djurgårdens IF,€900K,€3K
6316,Darío Lezcano,31,Paraguay,75,75,Fútbol Club Juárez,€4.8M,€13K
6317,David Simón Rodríguez Santana,31,Spain,65,65,FC Cartagena,€525K,€2K
6318,Chris Kane,27,Scotland,60,60,St. Johnstone FC,€275K,€1K
6319,Saido Berahino,27,Burundi,65,65,Sheffield Wednesday,€775K,€2K
6320,Rory McKenzie,28,Scotland,64,64,Kilmarnock,€600K,€2K
6321,Paul Dummett,30,Wales,73,73,Newcastle United,€2.5M,€52K
6322,Jürgen Locadia,27,Netherlands,70,70,VfL Bochum 1848,€1.7M,€15K
6323,Juan Carlos Real Ruiz,31,Spain,67,67,SD Huesca,€825K,€4K
6324,Koray Günter,27,Germany,77,79,Hellas Verona,€11M,€26K
6325,Patrick Bauer,29,Germany,71,71,Preston North End,€1.6M,€21K
6326,Kevin Stöger,28,Austria,73,73,VfL Bochum 1848,€3M,€21K
6327,Maxime Dupé,29,France,74,76,Toulouse Football Club,€3.5M,€14K
6328,Víctor Ibarbo,29,Colombia,67,67,Sagan Tosu,€750K,€2K
6329,Ricardo Álvarez,33,Argentina,72,72,Vélez Sarsfield,€1.4M,€11K
6330,Ole Kristian Selnæs,27,Norway,75,75,FC Zürich,€6M,€18K
6331,Julian Derstroff,29,Germany,65,65,Hallescher FC,€700K,€1K
6332,Ghayas Zahid,27,Norway,72,72,MKE Ankaragücü,€2.5M,€11K
